City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Mahebourg,MU,-20.4081,57.7,77.25,82,19,8.21,few clouds
342,Ouesso,CG,1.6136,16.0517,72.52,34,10,2.3,clear sky
343,Lake Charles,US,30.2131,-93.2044,55.38,30,0,17.27,clear sky
344,Vanimo,PG,-2.6741,141.3028,78.64,86,96,4.03,overcast clouds
345,Brae,GB,60.3964,-1.353,48.11,96,100,25.55,overcast clouds
346,Aksarka,RU,66.5606,67.7975,-5.94,98,97,7.78,overcast clouds
347,San Andres,CO,12.5847,-81.7006,79.86,69,29,10.71,scattered clouds
348,Bridlington,GB,54.0831,-0.1919,51.89,84,95,23.42,overcast clouds
349,Vila Do Maio,CV,15.1333,-23.2167,70.59,70,100,16.22,overcast clouds
350,Xuddur,SO,4.1213,43.8894,68.23,78,73,13.91,broken clouds
351,Fairlie,GB,55.756,-4.8556,52.23,88,100,8.01,overcast clouds
352,Santa Vitoria,BR,-18.8386,-50.1214,73.38,89,69,6.08,broken clouds
353,Agustin Codazzi,CO,10.0341,-73.2361,85.17,30,28,3.29,scattered clouds
354,Brodnica,PL,53.2597,19.3965,31.17,78,58,11.72,broken clouds
355,Korla,CN,41.7597,86.1469,20.34,67,0,4.25,clear sky
356,Halifax,CA,44.6453,-63.5724,36.21,93,100,4.0,light rain
357,Jiuquan,CN,39.7432,98.5174,18.95,39,0,5.06,clear sky
358,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.11,89,39,18.16,scattered clouds
359,Kitui,KE,-1.367,38.0106,63.52,73,84,2.86,broken clouds
360,Kapuskasing,CA,49.4169,-82.4331,-2.4,97,90,1.92,overcast clouds
361,Haines Junction,CA,60.7522,-137.5108,29.48,96,100,1.61,overcast clouds
362,Kotido,UG,2.9806,34.1331,75.04,27,67,6.55,broken clouds
363,Nedjo,ET,9.5046,35.5019,57.96,59,39,4.09,scattered clouds
364,Iranshahr,IR,27.2025,60.6848,60.04,55,0,4.59,clear sky
365,Abu Samrah,SY,35.3029,37.1841,38.44,94,100,1.48,overcast clouds
366,Kununurra,AU,-15.7667,128.7333,80.58,89,100,0.0,overcast clouds
367,Stromness,GB,58.965,-3.296,53.85,93,100,37.24,light rain
368,Arman,RU,59.7,150.1667,8.98,77,100,14.9,overcast clouds
369,Sokoni,TZ,-6.4333,39.55,80.73,72,95,8.99,overcast clouds
370,Ushtobe,KZ,45.2514,77.9838,12.45,77,26,5.97,scattered clouds
371,Kourou,GF,5.1552,-52.6478,75.11,91,37,6.6,scattered clouds
372,Luba,GQ,3.4568,8.5547,81.41,74,96,4.29,overcast clouds
373,Okha,RU,53.5739,142.9478,-16.89,94,10,11.16,clear sky
374,Nantucket,US,41.2835,-70.0995,34.14,80,100,8.39,light snow
375,Galesong,ID,-5.3166,119.3661,77.94,74,100,1.39,overcast clouds
376,Noyabrsk,RU,63.1994,75.4507,-8.81,100,90,8.57,overcast clouds
377,Pimentel,PE,-6.8367,-79.9342,73.69,64,0,19.57,clear sky
378,Coihaique,CL,-45.5752,-72.0662,68.58,45,100,6.33,overcast clouds
379,Wamba,NG,8.9333,8.6,72.84,24,55,5.06,broken clouds
380,Port Lincoln,AU,-34.7333,135.8667,67.44,73,88,15.52,overcast clouds
381,Cienfuegos,CU,22.1461,-80.4356,72.41,77,42,7.25,scattered clouds
382,Altadena,US,34.1897,-118.1312,72.39,12,0,1.01,clear sky
383,San Rafael,AR,-34.6177,-68.3301,84.33,36,0,15.3,clear sky
384,Asfi,MA,32.2994,-9.2372,59.56,64,67,1.05,broken clouds
385,Chernogorsk,RU,53.8236,91.2842,-11.63,77,75,0.0,mist
386,Vuktyl,RU,63.8567,57.3094,4.48,93,100,8.75,overcast clouds
387,Balkanabat,TM,39.5108,54.3671,38.61,73,5,3.06,clear sky
388,Jardim,BR,-21.4803,-56.1381,74.12,95,87,3.49,light rain
389,Kudahuvadhoo,MV,2.6708,72.8944,79.88,62,42,9.62,scattered clouds
390,Moroni,KM,-11.7022,43.2551,78.4,76,99,3.04,overcast clouds
391,Bolokhovo,RU,54.0936,37.8183,24.42,97,100,7.81,snow
392,Pauini,BR,-7.7136,-66.9764,75.0,97,100,2.75,moderate rain
393,Uberlandia,BR,-18.9186,-48.2772,69.19,88,80,4.14,broken clouds
394,Baymak,RU,52.5933,58.3225,7.36,97,100,6.82,overcast clouds
395,Cidreira,BR,-30.1811,-50.2056,70.84,65,60,12.73,broken clouds
396,Megion,RU,61.0296,76.1136,-3.98,100,98,5.06,overcast clouds
397,Esmeraldas,BR,-19.7625,-44.3139,79.66,81,81,2.04,broken clouds
398,Laguna,US,38.421,-121.4238,66.04,49,0,1.01,clear sky
399,Mantua,IT,45.1667,10.7833,42.44,74,50,2.75,scattered clouds
400,Katangli,RU,51.7102,143.2326,-24.36,100,56,4.79,broken clouds
401,Klaksvik,FO,62.2266,-6.589,43.72,91,93,19.69,overcast clouds
402,Komyshuvakha,UA,47.7176,35.5288,32.94,94,99,12.73,overcast clouds
403,Yepifan,RU,53.8253,38.5518,23.9,96,100,9.69,snow
404,Zhangye,CN,38.9342,100.4517,19.72,35,0,3.98,clear sky
405,Canby,US,45.2629,-122.6926,52.77,50,0,3.44,clear sky
406,Wajir,KE,1.7471,40.0573,82.29,36,93,14.23,overcast clouds
407,Raymond,US,43.9015,-70.4703,28.58,67,100,3.0,overcast clouds
408,Flinders,AU,-34.5833,150.8552,83.05,75,24,5.01,few clouds
409,Larap,PH,14.299,122.6504,74.73,90,9,2.66,clear sky
410,Boa Vista,BR,2.8197,-60.6733,85.98,48,40,8.05,scattered clouds
411,Huntsville,US,34.7304,-86.5861,41.2,50,100,5.01,overcast clouds
412,Tosham,IN,28.8833,75.9167,49.55,53,0,2.59,clear sky
413,Ghazipur,IN,25.5833,83.5667,46.29,62,0,6.31,clear sky
414,Cockeysville,US,39.4812,-76.6439,33.6,91,100,1.01,overcast clouds
415,Puerto Carreno,CO,6.189,-67.4859,87.21,29,84,10.09,broken clouds
416,Krasnyy Chikoy,RU,50.3643,108.7512,-21.3,100,73,0.78,broken clouds
417,Kosice,SK,48.6667,21.3333,36.09,74,20,18.41,few clouds
418,Raga,SS,8.4596,25.678,65.37,22,72,4.03,broken clouds
419,Gerash,IR,27.6652,54.1371,51.37,47,60,3.6,broken clouds
420,Taunggyi,MM,20.7833,97.0333,42.22,60,90,1.5,overcast clouds
421,Srednekolymsk,RU,67.45,153.6833,-10.98,94,100,3.65,overcast clouds
422,Bafang,CM,5.1563,10.1788,65.71,36,80,2.39,broken clouds
423,Juneau,US,58.3019,-134.4197,42.22,94,100,11.01,light rain
424,Meadow Lake,US,34.8014,-106.5436,47.53,28,1,5.32,clear sky
425,Kupang,ID,-10.1667,123.5833,79.38,94,75,6.91,broken clouds
426,Buncrana,IE,55.1333,-7.45,52.39,85,100,21.05,overcast clouds
427,Ucluelet,CA,48.9329,-125.5528,46.09,86,83,1.01,broken clouds
428,Ust-Nera,RU,64.5667,143.2,-10.25,97,100,1.59,overcast clouds
429,Sretensk,RU,52.2453,117.7093,-25.02,100,65,1.66,broken clouds
430,Qena,EG,26.1615,32.7183,48.15,50,0,7.94,clear sky
431,Cody,US,44.5263,-109.0565,45.64,39,0,0.0,clear sky
432,Abilene,US,32.4487,-99.7331,57.69,27,0,1.99,clear sky
433,Gwanda,ZW,-20.9333,29.0,69.24,90,100,5.73,overcast clouds
434,Thaba-Tseka,LS,-29.522,28.6084,51.98,87,41,2.33,scattered clouds
435,Kabinda,CD,-6.1333,24.4833,66.72,94,100,1.7,light rain
436,Karratha,AU,-20.7377,116.8463,78.98,71,38,10.13,scattered clouds
437,Luanda,AO,-8.8368,13.2343,78.62,84,75,5.66,broken clouds
438,Qasigiannguit,GL,68.8193,-51.1922,19.65,58,100,26.02,overcast clouds
439,Richards Bay,ZA,-28.783,32.0377,74.57,83,100,14.18,light rain
440,Dzaoudzi,YT,-12.7887,45.2699,78.69,83,0,4.61,clear sky
441,Sao Sepe,BR,-30.1606,-53.5653,71.78,54,16,11.65,few clouds
442,Akonolinga,CM,3.7667,12.25,67.41,36,88,0.85,overcast clouds
443,Manjacaze,MZ,-24.7117,33.8828,74.32,79,81,6.71,broken clouds
444,Meckenheim,DE,50.6333,7.0167,42.71,85,100,3.0,overcast clouds
445,Baykit,RU,61.67,96.37,-12.77,100,100,1.72,overcast clouds
446,Coahuayana,MX,18.7333,-103.6833,87.28,52,25,6.2,scattered clouds
447,Koslan,RU,63.4564,48.8989,10.47,94,100,7.96,light snow
448,Ugoofaaru,MV,5.6667,73.0,81.48,67,20,15.35,few clouds
449,Pemangkat,ID,1.1667,108.9667,76.26,86,100,4.83,overcast clouds
450,Bacolod,PH,10.6667,122.95,78.33,84,75,2.33,broken clouds
451,Bima,ID,-8.4667,118.7167,77.94,91,100,0.38,overcast clouds
452,Kishni,IN,27.0247,79.2634,48.22,64,0,5.93,clear sky
453,Lusambo,CD,-4.9667,23.45,69.8,99,95,0.96,moderate rain
454,San Cristobal,VE,7.7669,-72.225,71.47,71,67,4.21,broken clouds
455,Tual,ID,-5.6667,132.75,84.18,72,99,13.49,overcast clouds
456,Yarada,IN,17.65,83.2667,69.85,72,85,8.46,overcast clouds
457,Kungurtug,RU,50.5994,97.5228,-24.0,99,88,1.41,overcast clouds
458,Tommot,RU,58.9564,126.2925,-3.98,94,100,9.17,overcast clouds
459,Landerneau,FR,48.4525,-4.2525,50.76,100,100,5.75,overcast clouds
460,Leshukonskoye,RU,64.8989,45.7622,14.05,95,100,7.14,light snow
461,Bilma,NE,18.6853,12.9164,59.07,19,0,8.46,clear sky
462,Cayenne,GF,4.9333,-52.3333,75.09,90,100,8.05,overcast clouds
463,Kozhevnikovo,RU,56.2589,83.9714,0.25,99,100,4.92,overcast clouds
464,Dagana,MR,16.5165,-15.5068,71.2,40,100,11.97,overcast clouds
465,Charters Towers,AU,-20.1,146.2667,78.85,73,58,15.12,broken clouds
466,Ingham,US,42.6,-84.3833,16.05,67,0,0.0,clear sky
467,Scottsbluff,US,41.8666,-103.6672,47.52,29,0,8.01,clear sky
468,Praia Da Vitoria,PT,38.7333,-27.0667,55.76,84,69,11.99,broken clouds
469,George,ZA,-33.963,22.4617,62.65,71,59,1.97,broken clouds
470,Pangkalanbuun,ID,-2.6833,111.6167,74.08,97,100,1.36,overcast clouds
471,Viedma,AR,-40.8135,-62.9967,88.93,21,0,12.17,clear sky
472,Flin Flon,CA,54.7682,-101.865,4.41,92,100,6.67,overcast clouds
473,Hailar,CN,49.2,119.7,-16.38,94,43,5.91,scattered clouds
474,Kirakira,SB,-10.4544,161.9205,81.28,84,96,8.79,overcast clouds
475,Pijijiapan,MX,15.7011,-93.23,84.87,54,4,5.88,clear sky
476,Andros Town,BS,24.7,-77.7667,75.16,76,96,17.07,overcast clouds
477,Porto Novo,BJ,6.4965,2.6036,76.42,80,66,1.79,broken clouds
478,Beringovskiy,RU,63.05,179.3167,-1.32,96,99,2.57,overcast clouds
479,Lingao,CN,19.9103,109.6859,68.49,91,79,12.86,broken clouds
480,Kutum,SD,14.2,24.6667,51.64,17,5,10.87,clear sky
481,Novopokrovka,UA,49.8425,36.5477,32.38,95,100,8.99,light snow
482,Listvyanka,RU,51.8535,104.8693,-4.5,98,96,2.24,overcast clouds
483,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,-14.71,97,60,2.8,broken clouds
484,Wakkanai,JP,45.4094,141.6739,22.53,60,100,22.19,overcast clouds
485,Nongan,CN,44.382,125.1685,-0.26,79,5,7.11,clear sky
486,Vadso,NO,70.0744,29.7487,26.76,74,75,16.11,broken clouds
487,Aksu,CN,41.1231,80.2644,20.75,55,14,1.83,few clouds
488,Xining,CN,36.6167,101.7667,8.08,87,87,3.11,overcast clouds
489,Polovinnoye,RU,54.7914,65.9864,5.61,96,100,5.61,overcast clouds
490,Corvallis,US,44.5646,-123.262,55.04,58,0,0.0,clear sky
491,Boyolangu,ID,-8.1181,111.8935,75.36,89,100,3.69,overcast clouds
492,Tocopilla,CL,-22.092,-70.1979,67.89,73,24,4.23,few clouds
493,Tyukhtet,RU,56.5389,89.3011,-3.87,99,90,4.41,overcast clouds
494,Miraflores,MX,19.2167,-98.8083,71.87,31,21,4.18,few clouds
495,Kez,RU,57.8979,53.7152,10.76,97,100,3.15,overcast clouds
496,Athabasca,CA,54.7169,-113.2854,38.03,65,61,11.27,broken clouds
497,Temiscaming,CA,46.7212,-79.0971,-8.52,92,20,0.72,few clouds
498,Sile,TR,41.1754,29.6133,41.67,78,98,11.77,overcast clouds
499,Lima,PE,-12.0432,-77.0282,72.9,70,75,1.01,light rain
500,Searcy,US,35.2506,-91.7363,44.22,32,0,4.0,clear sky
501,Samana,DO,19.2056,-69.3369,76.96,77,17,7.31,few clouds
502,Viransehir,TR,37.2353,39.7631,35.71,95,97,8.41,overcast clouds
503,Puerto Escondido,MX,15.85,-97.0667,83.23,65,40,9.22,scattered clouds
504,Savannah Bight,HN,16.45,-85.85,80.65,68,4,8.95,clear sky
505,Aasiaat,GL,68.7098,-52.8699,20.12,66,100,26.6,overcast clouds
506,Lotofaga,WS,-13.9764,-171.8578,81.79,74,44,21.21,light rain
507,Ulaangom,MN,49.9811,92.0667,-22.25,88,91,3.2,overcast clouds
508,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,93,100,6.71,light shower snow
509,Matamoros,MX,25.5333,-103.25,59.11,56,75,12.66,broken clouds
510,Santo Angelo,BR,-28.2992,-54.2631,67.87,72,31,8.57,scattered clouds
511,Rapar,IN,23.5667,70.6333,61.0,38,0,5.77,clear sky
512,Trairi,BR,-3.2778,-39.2689,72.07,89,100,7.11,overcast clouds
513,Tessalit,ML,20.1986,1.0114,64.6,16,7,12.03,clear sky
514,Khovu-Aksy,RU,51.1333,93.6,-16.49,95,27,3.74,scattered clouds
515,Kathu,TH,7.9178,98.3332,75.02,77,11,3.29,few clouds
516,Oistins,BB,13.0667,-59.5333,75.51,78,40,9.22,scattered clouds
517,Taft,IR,31.7471,54.2088,37.51,40,20,1.54,few clouds
518,Norman Wells,CA,65.282,-126.8329,-6.9,97,100,5.17,overcast clouds
519,Labuhan,ID,-6.8844,112.2051,78.44,84,100,6.46,overcast clouds
520,Uhlove,UA,44.8215,33.6045,39.56,79,100,12.35,overcast clouds
521,Skovorodino,RU,53.9833,123.9167,-9.53,94,21,3.78,few clouds
522,Hoi An,VN,15.8794,108.335,69.76,90,56,7.02,broken clouds
523,Karachev,RU,53.1229,34.9852,31.89,97,100,6.96,overcast clouds
524,Aarschot,BE,50.9871,4.837,43.9,89,100,5.01,overcast clouds
525,Buchanan,LR,5.8808,-10.0467,78.76,82,47,5.82,scattered clouds
526,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.0,86,71,10.2,broken clouds
527,Kurumkan,RU,54.3,110.3,-15.99,91,33,3.33,scattered clouds
528,Port Macquarie,AU,-31.4333,152.9167,74.89,72,28,7.23,scattered clouds
529,Souillac,MU,-20.5167,57.5167,77.36,85,32,7.76,scattered clouds
530,Nyurba,RU,63.2842,118.3319,-25.28,100,22,3.51,few clouds
531,Campina Grande Do Sul,BR,-25.3056,-49.0553,62.53,90,100,4.63,overcast clouds
532,Sept-Iles,CA,50.2001,-66.3821,0.05,66,4,5.01,clear sky
533,Tempio Pausania,IT,40.8974,9.1035,31.12,93,31,4.0,scattered clouds
534,Tomatlan,MX,19.9333,-105.25,84.78,40,88,6.98,overcast clouds
535,Komsomolskiy,UZ,40.4272,71.7189,36.32,41,40,6.91,scattered clouds
536,Riyadh,SA,24.6877,46.7219,50.14,35,2,6.73,clear sky
537,Leh,IN,34.1667,77.5833,-6.63,76,13,2.62,few clouds
538,Muroran,JP,42.3172,140.9881,23.25,73,93,19.66,overcast clouds
539,Alanya,TR,36.5438,31.9998,42.93,58,8,7.76,clear sky
540,Juybar,IR,36.6412,52.9124,42.19,85,35,4.59,scattered clouds
541,Miri,MY,4.4148,114.0089,74.98,92,98,3.98,overcast clouds
542,Victor Harbor,AU,-35.5667,138.6167,73.8,82,44,1.99,scattered clouds
543,Margate,GB,51.3813,1.3862,47.97,84,99,5.01,overcast clouds
544,Lincoln,US,40.8,-96.667,39.38,48,0,1.99,clear sky
545,Denpasar,ID,-8.65,115.2167,80.26,83,20,6.91,few clouds
546,Tanout,NE,14.9709,8.8879,60.01,13,0,14.81,clear sky
547,Hualmay,PE,-11.0964,-77.6139,71.37,78,100,9.57,overcast clouds
548,Sisophon,KH,13.5859,102.9737,75.99,79,8,6.51,clear sky
549,Usinsk,RU,65.9939,57.5281,1.33,96,99,12.8,overcast clouds
550,Duluth,US,46.7833,-92.1066,13.28,68,100,1.99,overcast clouds
551,Saint-Francois,FR,46.4154,3.9054,32.68,97,100,3.44,overcast clouds
552,Mocuba,MZ,-16.8392,36.9856,71.1,99,14,3.0,few clouds
553,Devonport,AU,-41.1667,146.35,72.01,89,43,7.0,scattered clouds
554,San Ignacio,BZ,17.1561,-89.0714,86.14,62,40,0.0,scattered clouds
555,Alice Springs,AU,-23.7,133.8833,74.75,100,100,9.22,overcast clouds
556,Jaisalmer,IN,26.9147,70.9181,59.02,19,0,5.5,clear sky
557,Bajil,YE,15.0584,43.2851,75.33,80,9,5.88,clear sky
558,Mexico,PH,15.0646,120.7198,78.15,89,28,1.97,scattered clouds
559,Hornepayne,CA,49.2138,-84.7705,-3.64,95,48,3.09,scattered clouds
560,Peleduy,RU,59.6289,112.7406,-12.73,100,100,3.04,overcast clouds
561,Bam,IR,29.106,58.357,50.34,37,1,11.63,clear sky
562,Plastun,RU,44.7561,136.2939,5.16,62,9,9.55,clear sky
563,Villamontes,BO,-21.25,-63.5,76.98,64,90,4.54,overcast clouds
564,Conde,BR,-7.2597,-34.9075,72.86,100,75,10.36,light rain
565,San Pedro,PH,14.35,121.0167,77.36,88,5,4.09,clear sky
566,Lai,TD,9.3952,16.2989,74.8,20,44,8.86,scattered clouds
567,Guane,CU,22.2025,-84.0875,72.93,69,49,9.78,scattered clouds
568,Ajdabiya,LY,30.7554,20.2263,54.19,63,6,7.54,clear sky
569,Kitgum,UG,3.2783,32.8867,72.99,32,63,1.54,broken clouds
570,Quatre Cocos,MU,-20.2078,57.7625,77.09,82,23,8.3,light rain
571,Milton,US,34.1322,-84.3007,40.42,56,89,5.01,overcast clouds
572,Teya,RU,60.3778,92.6267,2.88,97,100,4.09,overcast clouds
573,Danilov,RU,58.1908,40.1717,14.58,94,100,7.94,overcast clouds
574,Ossora,RU,59.2353,163.0719,33.91,81,100,19.22,light snow
575,Coxim,BR,-18.5067,-54.76,76.21,89,96,1.5,light rain
576,Belawan,ID,3.7755,98.6832,75.49,91,63,3.22,broken clouds
577,Escarcega,MX,18.6089,-90.7454,72.79,90,88,6.71,overcast clouds
578,Almora,IN,29.6167,79.6667,35.38,76,0,1.43,clear sky
579,Ciudad Real,ES,39.0,-4.0,39.11,61,0,1.01,clear sky
580,Fort Nelson,CA,58.8053,-122.7002,14.49,92,87,2.71,overcast clouds
581,Callaway,US,30.153,-85.5699,49.95,56,40,5.99,scattered clouds
582,Makakilo City,US,21.3469,-158.0858,80.35,61,0,12.66,clear sky
583,Hof,DE,50.3167,11.9167,34.45,82,75,9.22,broken clouds
584,Zhigansk,RU,66.7697,123.3711,-11.34,97,90,17.9,overcast clouds
585,La Paz,BO,-16.5,-68.15,51.78,87,75,6.91,broken clouds
586,Poya,NC,-21.35,165.15,84.06,65,100,6.64,overcast clouds
587,Monterey,US,36.2505,-121.2516,67.77,22,66,5.79,broken clouds
588,Aykhal,RU,66.0,111.5,-16.62,100,65,5.21,broken clouds
589,Abha,SA,18.2164,42.5053,52.05,94,20,8.05,few clouds
590,Januaria,BR,-15.4833,-44.3667,74.5,75,100,2.73,overcast clouds
591,Nandyal,IN,15.4833,78.4833,64.33,72,29,3.47,scattered clouds
592,Yaan,NG,7.3833,8.5667,81.82,18,94,8.88,overcast clouds
593,San Lorenzo,PY,-25.3333,-57.5333,85.14,42,20,10.36,few clouds
594,Acajutla,SV,13.5928,-89.8275,93.54,61,7,8.01,clear sky
595,Cozumel,MX,20.5083,-86.9458,78.87,87,75,1.01,broken clouds
596,Puerto Madryn,AR,-42.7692,-65.0385,86.38,30,9,12.24,clear sky
597,Senador Jose Porfirio,BR,-2.5908,-51.9542,75.09,95,58,3.76,moderate rain
598,Kokopo,PG,-4.352,152.2633,82.17,73,100,5.28,overcast clouds
599,Kholodnyy,RU,62.7167,147.95,-1.97,95,100,5.1,overcast clouds
600,Anaconda,US,46.1285,-112.9423,37.78,64,87,5.86,overcast clouds
601,Pitimbu,BR,-7.4706,-34.8086,73.99,72,66,12.28,light rain
602,Galashki,RU,43.1136,44.9894,18.12,78,19,4.99,few clouds
603,Veshenskaya,RU,49.6303,41.7334,27.66,95,100,14.79,light snow
604,Porbandar,IN,21.6422,69.6093,64.71,33,3,9.26,clear sky
605,Dudinka,RU,69.4058,86.1778,-0.38,93,100,19.39,overcast clouds
606,Namatanai,PG,-3.6667,152.4333,82.96,76,93,4.23,light rain
607,Togur,RU,58.3631,82.8265,-1.3,99,100,5.61,overcast clouds
608,Krasnogorsk,RU,55.8225,37.3181,21.45,86,100,8.95,light snow
609,Palimbang,PH,6.2106,124.1894,79.03,81,87,2.71,overcast clouds
610,Nicoya,CR,10.1483,-85.452,87.35,47,44,3.85,scattered clouds
611,Mandurah,AU,-32.55,115.7,79.16,51,0,10.83,clear sky
612,Le Port,RE,-20.9373,55.2919,75.2,72,14,2.64,few clouds
613,Cabedelo,BR,-6.9811,-34.8339,74.07,72,69,10.85,moderate rain
614,Srandakan,ID,-7.9386,110.2506,75.42,87,84,4.12,broken clouds
615,Goiatuba,BR,-18.0125,-49.3547,68.58,92,69,4.97,broken clouds
616,Tiarei,PF,-17.5333,-149.3333,84.22,75,15,17.54,few clouds
617,Nalut,LY,30.3333,10.85,44.19,33,6,7.11,clear sky
618,Khuzdar,PK,27.7384,66.6434,51.22,41,0,4.74,clear sky
619,Kidal,ML,18.4411,1.4078,64.92,19,0,11.34,clear sky
620,Sweetwater,US,25.7634,-80.3731,73.42,74,75,1.01,broken clouds
621,Sur,OM,22.5667,59.5289,68.79,56,0,3.02,clear sky
622,Ostrovnoy,RU,68.0531,39.5131,10.74,94,89,9.37,overcast clouds
623,Cameron Park,US,38.6688,-120.9872,64.45,43,99,1.99,overcast clouds
624,Palatka,US,29.6486,-81.6376,57.97,62,100,8.08,overcast clouds
625,Progreso,MX,21.2833,-89.6667,77.11,72,34,14.67,scattered clouds
626,Mastic Beach,US,40.7668,-72.8521,32.04,86,100,1.01,overcast clouds
627,Sembakung,ID,3.8167,117.25,73.33,97,84,1.03,broken clouds
628,Santa Cruz,BO,-17.8,-63.1667,84.25,58,75,11.5,broken clouds
629,Muros,ES,42.7762,-9.0603,47.84,75,0,7.81,clear sky
630,Tambura,SS,5.6,27.4667,69.76,24,84,5.37,broken clouds
631,Onega,RU,63.9061,38.1404,-0.9,100,99,3.69,overcast clouds
632,Kayerkan,RU,69.3497,87.7602,-1.48,84,100,13.27,overcast clouds
633,Oriximina,BR,-1.7656,-55.8661,75.87,91,72,1.9,light rain
634,Lata,PT,40.1629,-8.3327,48.04,60,0,5.03,clear sky
635,Ibanda,TZ,-2.7974,32.4746,64.63,65,100,2.42,overcast clouds
636,Agadez,NE,19.75,10.25,56.26,17,0,8.01,clear sky
637,Rock Sound,BS,24.9,-76.2,76.3,77,91,19.19,overcast clouds
638,Urengoy,RU,65.9667,78.3667,3.61,97,98,7.45,overcast clouds
639,Kurilsk,RU,45.2333,147.8833,22.71,64,72,9.33,broken clouds
640,Edeia,BR,-17.3383,-49.9314,70.48,92,63,5.17,broken clouds
641,Kendari,ID,-3.945,122.4989,76.73,90,100,1.72,overcast clouds
642,Waingapu,ID,-9.6567,120.2641,79.03,84,100,6.93,overcast clouds
643,Yatou,CN,37.15,122.3833,27.82,56,77,6.49,broken clouds
644,Daru,PG,-9.0763,143.2092,80.2,83,100,9.19,overcast clouds
645,Hazorasp,UZ,41.3194,61.0742,32.99,86,100,16.78,overcast clouds
646,Tumen,CN,42.9661,129.8425,9.88,70,82,11.32,broken clouds
647,High Level,CA,58.5169,-117.136,15.94,94,98,4.23,overcast clouds
648,Haizhou,CN,34.5817,119.1289,30.52,49,70,5.53,broken clouds
649,Kikwit,CD,-5.041,18.8162,73.31,81,100,2.19,overcast clouds
650,Biltine,TD,14.5333,20.9167,62.44,15,29,14.0,scattered clouds
651,Iracoubo,GF,5.4802,-53.2011,75.6,87,49,9.33,scattered clouds
652,Along,IN,28.1667,94.7667,41.7,81,1,1.92,clear sky
653,Yeniseysk,RU,58.4497,92.1703,-3.6,99,100,3.6,overcast clouds
654,Emerald,AU,-23.5333,148.1667,82.35,53,62,11.39,broken clouds
655,Tibati,CM,6.4667,12.6333,71.58,20,97,9.19,overcast clouds
656,Gornopravdinsk,RU,60.05,69.9,-6.5,100,100,3.65,overcast clouds
657,Kirensk,RU,57.7853,108.1119,-21.48,100,99,1.63,overcast clouds
658,Kindu,CD,-2.95,25.95,71.83,92,100,2.13,overcast clouds
659,Gorey,IE,52.6747,-6.2925,54.57,82,99,18.01,overcast clouds
660,Pogoanele,RO,44.9167,27.0,35.24,66,46,8.05,scattered clouds
661,Macamic,CA,48.7502,-78.9996,-12.71,96,38,4.21,scattered clouds
662,Saint-Ambroise,CA,48.5501,-71.3324,-23.51,99,82,1.07,broken clouds
663,Clonakilty,IE,51.6231,-8.8706,52.09,90,100,21.27,overcast clouds
664,Kalamare,BW,-22.9337,26.5703,69.19,83,45,10.09,light rain
665,Darnah,LY,32.767,22.6367,53.62,72,3,11.21,clear sky
666,West Plains,US,36.7281,-91.8524,34.56,27,0,5.99,clear sky
667,Svetlyy,RU,54.675,20.1347,35.96,69,28,14.94,scattered clouds
668,Atocha,BO,-20.9333,-66.2333,55.92,61,96,5.59,light rain
669,College,US,64.8569,-147.8028,6.75,51,75,13.8,broken clouds
670,Sabya,SA,17.1495,42.6254,76.77,72,6,10.45,clear sky
671,Pacific Grove,US,36.6177,-121.9166,73.08,35,0,4.0,clear sky
672,Cockburn Town,TC,21.4612,-71.1419,76.96,69,40,4.61,scattered clouds
673,Churapcha,RU,62.0025,132.4325,-28.73,100,100,2.59,overcast clouds
674,Taksimo,RU,56.3444,114.8794,-16.92,92,49,1.99,scattered clouds
675,Dolgoye,RU,52.8,37.2167,26.19,97,100,8.05,snow
676,Elko,US,41.0002,-115.5012,41.02,35,0,3.47,clear sky
677,Santa Lucia,ES,27.9117,-15.5407,54.72,67,20,11.5,few clouds
678,Riberalta,BO,-10.9833,-66.1,77.2,88,100,0.0,overcast clouds
679,Prabumulih,ID,-3.45,104.25,71.73,95,94,2.13,overcast clouds
680,Bacungan,PH,9.9106,118.7022,77.38,86,87,3.06,overcast clouds
681,Kaeo,NZ,-35.1,173.7833,74.32,61,100,14.2,overcast clouds
682,Eyl,SO,7.9803,49.8164,73.2,73,96,13.91,overcast clouds
683,Sokoto,NG,13.0609,5.239,70.34,17,4,15.41,clear sky
