City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
223,Beringovskiy,RU,2022-01-17 21:42:09,63.05,179.3167,-16.42,91,79,14.81
224,Broome,US,2022-01-17 21:42:09,42.2506,-75.833,31.17,87,100,5.99
225,Nokaneng,BW,2022-01-17 21:42:09,-19.6667,22.2667,73.2,73,100,6.71
226,Papara,BR,2022-01-17 21:42:10,-3.9839,-38.7273,81.0,85,30,3.4
227,Astoria,US,2022-01-17 21:42:10,46.1879,-123.8313,52.63,91,75,1.99
228,Soyo,AO,2022-01-17 21:43:10,-6.1349,12.3689,77.56,79,71,6.06
229,Makurdi,NG,2022-01-17 21:43:11,7.7411,8.5121,80.13,21,61,3.11
230,Mar Del Plata,AR,2022-01-17 21:42:18,-38.0023,-57.5575,65.08,60,0,7.0
231,Sivas,TR,2022-01-17 21:43:11,39.7916,37.0019,12.83,79,0,11.5
232,Inhambane,MZ,2022-01-17 21:43:11,-23.865,35.3833,76.62,70,53,11.43
233,Saint Anthony,US,2022-01-17 21:43:11,45.0205,-93.218,31.24,75,100,1.99
234,Alyangula,AU,2022-01-17 21:43:12,-13.8483,136.4192,76.87,100,100,0.0
235,Veraval,IN,2022-01-17 21:43:12,20.9,70.3667,69.57,51,0,10.0
236,North Platte,US,2022-01-17 21:43:12,41.1239,-100.7654,61.12,30,0,3.0
237,Calera,US,2022-01-17 21:43:13,33.1029,-86.7536,44.47,72,74,7.0
238,Uruzgan,AF,2022-01-17 21:43:13,32.8333,66.0,38.59,88,100,6.17
239,Rio Gallegos,AR,2022-01-17 21:43:13,-51.6226,-69.2181,60.85,27,20,19.57
240,Talnakh,RU,2022-01-17 21:43:13,69.4865,88.3972,13.21,94,97,10.54
241,Port Augusta,AU,2022-01-17 21:43:14,-32.5,137.7667,66.34,74,100,9.86
242,Nemuro,JP,2022-01-17 21:43:14,43.3236,145.575,30.0,88,100,19.28
243,Naze,JP,2022-01-17 21:43:14,28.3667,129.4833,56.19,59,100,16.4
244,Serra Talhada,BR,2022-01-17 21:43:14,-7.9919,-38.2983,80.11,57,91,7.54
245,Rio Grande,BR,2022-01-17 21:43:15,-32.035,-52.0986,82.51,89,63,7.72
246,Kulhudhuffushi,MV,2022-01-17 21:43:15,6.6221,73.07,81.25,75,96,12.5
247,Birao,CF,2022-01-17 21:43:15,10.2849,22.7882,71.11,25,6,3.53
248,Isangel,VU,2022-01-17 21:43:15,-19.55,169.2667,80.71,74,20,4.61
249,Faanui,PF,2022-01-17 21:43:16,-16.4833,-151.75,78.17,87,100,21.23
250,Nyurba,RU,2022-01-17 21:43:16,63.2842,118.3319,-40.45,100,53,2.28
251,Salalah,OM,2022-01-17 21:43:16,17.0151,54.0924,75.29,69,40,2.3
252,Belaya Gora,RU,2022-01-17 21:43:17,68.5333,146.4167,-48.21,100,77,3.22
253,Vershino-Shakhtaminskiy,RU,2022-01-17 21:43:17,51.3012,117.8868,-27.08,98,10,1.81
254,Pecos,US,2022-01-17 21:41:04,31.4229,-103.4932,72.3,10,0,4.61
255,Necochea,AR,2022-01-17 21:43:17,-38.5473,-58.7368,65.03,61,91,16.98
256,Alice Springs,AU,2022-01-17 21:43:18,-23.7,133.8833,76.21,86,26,9.22
257,Krasnoselkup,RU,2022-01-17 21:43:18,65.7,82.4667,12.47,92,100,22.75
258,Pakxe,LA,2022-01-17 21:43:18,15.1167,105.7833,65.07,88,57,3.18
259,Owase,JP,2022-01-17 21:43:18,34.0667,136.2,38.75,68,36,11.12
260,Las Cruces,US,2022-01-17 21:43:19,32.3123,-106.7783,64.13,21,76,3.0
